joueur,equipe,equipe_periode,poste,age,valeur_marchande,contrat,minutes,pays_naissance,passeport,pied,taille,poids,prete,actions_def_90,duels_def_90,duels_def_pct,duels_aeriens_90,duels_aeriens_pct,tacles_padj,tirs_contres_90,interceptions_padj,fautes_90,xg_90,tirs_90,tirs_cible_pct,dribbles_90,dribbles_pct,duels_off_90,courses_prog_90,accelerations_90,fautes_subies_90,passes_90,passes_pct,passes_avant_90,passes_avant_pct,passes_longues_90,passes_longues_pct,xa_90,secondes_pd_90,passes_judicieuses_90,passes_quasi_pd_90,passes_tiers_adv_90,passes_tiers_adv_pct,passes_surface_90,passes_surface_pct,passes_penetrantes_90,passes_prog_90,passes_prog_pct,ligue,equipe_norm,score_bloc,score_pressing,score_avec_ballon,score_transition_off,label_bloc,label_pressing,label_avec_ballon,label_transition_off,actions_def_90_adj,duels_def_90_adj,tacles_padj_adj,interceptions_padj_adj,tirs_contres_90_adj,passes_90_adj,passes_pct_adj,passes_prog_90_adj,passes_avant_90_adj,passes_tiers_adv_90_adj,courses_prog_90_adj,accelerations_90_adj,dribbles_90_adj,actions_def_90_adj_pct,duels_def_90_adj_pct,tacles_padj_adj_pct,interceptions_padj_adj_pct,tirs_contres_90_adj_pct,passes_90_adj_pct,passes_pct_adj_pct,passes_prog_90_adj_pct,passes_avant_90_adj_pct,passes_tiers_adv_90_adj_pct,courses_prog_90_adj_pct,accelerations_90_adj_pct,dribbles_90_adj_pct,xg_90_pct,xa_90_pct,secondes_pd_90_pct,passes_quasi_pd_90_pct,passes_surface_90_pct,passes_penetrantes_90_pct,passes_judicieuses_90_pct,duels_def_pct_pct,duels_aeriens_pct_pct,score_mc_recuperateur,score_mc_mdef,score_mc_relanceur,score_mc_boxtbox,score_mc_interieur,score_mc_offensif,impact_contexte,niveau_fiabilite
T. Ndombèlé,Nice,Nice,"LCMF, LAMF",29.0,8000000,2026-06-30,220,France,"France, Congo DR",droite,181,76,non,1.23,2.05,60.0,0.82,50.0,0.0,0.0,0.0,0.41,0.31,1.64,25.0,1.64,25.0,7.77,1.23,0.0,2.05,22.09,87.04,7.36,77.78,0.82,0.0,0.28,0.0,0.0,0.82,3.68,77.78,2.05,80.0,0.41,2.86,57.14,L1,nice,56.28019323671498,57.22222222222223,50.27777777777778,61.11111111111111,Bloc médian,Pressing modéré,Équilibré,Mixte,1.1805494444444444,1.967582407407407,0.0,0.0,0.0,22.05328560185185,86.8953362962963,2.855246574074074,7.3477674074074075,3.6738837037037038,1.1571111111111112,0.0,1.5428148148148149,0.22935779816513763,0.45871559633027525,14.360587002096437,2.20125786163522,10.894495412844037,3.4403669724770642,63.99082568807339,7.339449541284404,9.63302752293578,20.18348623853211,63.99082568807339,21.444954128440365,76.8348623853211,98.27981651376146,99.08256880733946,31.76605504587156,98.1651376146789,82.68348623853211,62.27064220183486,22.477064220183486,49.65596330275229,64.44954128440367,15.106206604735252,17.884691208431903,30.29910551145621,32.91693043843814,52.34269877675841,54.918632590650944,-0.0016620370370370404,faible_echantillon
M. Sanson,Nice,Nice,"RDMF, AMF, RCMF",31.0,8000000,2027-06-30,1497,France,France,droite,180,73,non,7.82,5.65,59.57,1.62,33.33,0.79,0.48,4.5,1.68,0.1,0.84,28.57,2.1,54.29,5.53,1.08,0.12,0.6,29.88,80.68,9.14,69.08,3.79,58.73,0.07,0.0,0.24,0.42,4.15,65.22,2.16,41.67,0.6,4.75,68.35,L1,nice,56.28019323671498,57.22222222222223,50.27777777777778,61.11111111111111,Bloc médian,Pressing modéré,Équilibré,Mixte,7.505607037037037,5.422849074074074,0.7582390740740741,4.319083333333333,0.4607022222222222,29.830338333333334,80.54590685185185,4.742105324074074,9.124808981481483,4.143102546296297,1.016,0.11288888888888889,1.9755555555555557,52.06422018348624,36.23853211009174,81.13207547169812,41.299790356394126,84.86238532110092,13.990825688073393,38.53211009174312,39.678899082568805,24.770642201834864,29.587155963302752,58.944954128440365,60.77981651376147,85.77981651376146,76.72018348623854,73.85321100917432,31.76605504587156,87.27064220183486,85.20642201834863,77.75229357798165,85.77981651376146,46.674311926605505,23.853211009174313,51.34393872732868,55.24670448425749,46.45789062263876,55.03966468013551,63.07587920489296,61.75567933595457,-0.0209328703703704,rotation
M. López,Paris,Paris,"RCMF, LCMF",28.0,7500000,2027-06-30,1871,France,"France, Algeria",droite,167,58,non,3.7,4.43,48.91,0.19,25.0,0.06,0.1,1.97,1.15,0.02,0.34,71.43,1.2,52.0,2.5,1.64,0.14,0.38,72.35,89.16,21.41,80.67,7.02,67.12,0.14,0.14,0.29,0.48,10.05,77.51,3.22,62.69,1.11,10.44,79.72,L1,paris,36.9281045751634,29.444444444444443,61.944444444444436,30.0,Bloc médian,Bloc passif,Équilibré,Jeu placé,4.062531481481481,4.8640579629629626,0.06587888888888889,2.1630235185185183,0.10979814814814814,67.78424606481481,83.53342611111111,9.781168333333333,20.05889023148148,9.415779861111112,1.79744,0.15344000000000002,1.3152000000000001,2.981651376146789,22.706422018348622,29.979035639413,6.708595387840671,31.536697247706424,99.31192660550458,51.60550458715596,98.1651376146789,97.93577981651376,95.87155963302753,87.38532110091744,68.80733944954129,70.75688073394495,21.674311926605505,92.88990825688074,91.39908256880734,90.71100917431193,96.3302752293578,96.10091743119266,89.79357798165137,11.123853211009175,14.105504587155963,31.78019216529148,21.10339432712096,73.14935320963536,63.87808180222062,87.89029051987767,82.75939274792486,0.017437500000000005,rotation
T. Tessmann,Olympique Lyonnais,Olympique Lyonnais,"RDMF, RCMF, DMF",24.0,7000000,2029-06-30,2006,United States,United States,droite,188,83,non,7.09,4.22,63.83,2.06,45.65,0.38,0.45,5.84,0.99,0.08,0.85,36.84,1.17,42.31,4.13,0.94,0.18,0.76,46.26,86.52,12.61,75.09,3.81,55.29,0.05,0.09,0.0,0.13,6.42,72.73,1.17,42.31,0.22,6.24,64.03,L1,olympique lyonnais,25.198412698412703,70.0,64.44444444444444,47.77777777777777,Bloc bas,Pressing intensif,Équilibré,Mixte,6.40936,3.81488,0.34352,5.27936,0.4068,42.829906666666666,80.10470222222223,5.777315555555556,11.674991851851852,5.9439688888888895,0.9522548148148149,0.18234666666666668,1.1852533333333335,27.522935779816514,7.568807339449542,53.35429769392034,66.66666666666666,78.89908256880734,66.5137614678899,35.77981651376147,61.23853211009175,49.54128440366973,61.69724770642202,55.5045871559633,72.70642201834863,65.36697247706422,67.31651376146789,64.10550458715596,83.37155963302753,45.52752293577982,49.08256880733945,40.481651376146786,22.477064220183486,72.24770642201835,53.669724770642205,51.25333818975631,48.52072995403228,52.883898862759,54.07107000667672,50.96540519877676,55.9007754477938,-0.08507407407407405,titulaire
L. Tousart,Brest,Brest,"DMF, AMF, LDMF",28.0,7000000,2027-06-30,627,France,France,droite,184,91,non,10.19,9.04,61.9,4.45,51.61,0.0,0.14,5.68,2.44,0.02,0.57,50.0,0.86,33.33,4.02,0.72,0.14,0.57,22.25,85.81,7.03,67.35,1.58,63.64,0.02,0.0,0.0,0.29,2.15,60.0,1.15,87.5,0.14,2.87,80.0,L1,brest,53.93162393162394,72.5,29.166666666666668,20.0,Bloc médian,Pressing intensif,Jeu direct,Jeu placé,9.12387125,8.09419,0.0,5.08573,0.1253525,24.451822916666664,94.30161458333333,3.1540104166666665,7.725677083333333,2.3627604166666663,0.8107199999999999,0.15764,0.9683599999999999,80.73394495412845,90.82568807339449,14.360587002096437,61.63522012578616,35.321100917431195,6.192660550458716,86.23853211009175,11.238532110091743,12.155963302752294,4.81651376146789,46.10091743119266,69.26605504587155,54.12844036697248,21.674311926605505,38.99082568807339,31.76605504587156,71.3302752293578,48.39449541284404,26.949541284403672,22.477064220183486,60.206422018348626,69.26605504587155,51.287577774892775,60.74327373396419,33.927938445010454,42.98460644427409,38.506689602446485,37.88472040192224,0.031097222222222182,echantillon_moyen
H. Magnetti,Brest,Brest,"LDMF, LCMF",27.0,7000000,2027-06-30,2375,France,France,droite,180,75,non,8.22,6.18,59.51,1.17,45.16,0.78,0.11,4.41,1.02,0.02,0.68,16.67,0.3,62.5,2.84,0.68,0.04,1.02,36.19,84.71,12.01,72.24,4.24,48.21,0.02,0.04,0.0,0.19,5.72,72.19,1.33,48.57,0.42,5.76,67.76,L1,brest,53.93162393162394,72.5,29.166666666666668,20.0,Bloc médian,Pressing intensif,Jeu direct,Jeu placé,7.359982500000001,5.5334175,0.6983925000000001,3.94860375,0.09849125,39.771302083333325,93.09276041666665,6.329999999999999,13.198489583333332,6.286041666666666,0.76568,0.04504,0.33779999999999993,49.08256880733945,39.44954128440367,79.45492662473794,32.075471698113205,29.128440366972473,54.81651376146789,83.02752293577981,73.62385321100918,65.82568807339449,67.66055045871559,42.6605504587156,46.44495412844037,14.908256880733944,21.674311926605505,38.99082568807339,66.62844036697247,58.142201834862384,56.07798165137615,63.646788990825684,22.477064220183486,46.330275229357795,52.293577981651374,50.061348402669594,49.149754534264225,58.813935461092285,50.74403010295342,50.538608562691124,49.9249126256007,-0.0028333333333333648,titulaire
B. van den Boomen,Angers SCO,Angers SCO,"LDMF, LCMF",30.0,6000000,2027-06-30,670,Netherlands,Netherlands,droite,185,75,oui,6.31,5.78,48.84,1.75,38.46,0.46,0.4,3.56,1.48,0.08,1.07,25.0,0.27,50.0,2.15,1.34,0.13,0.4,56.01,89.93,18.4,85.4,6.72,72.0,0.12,0.13,0.13,0.67,9.94,90.54,1.34,60.0,0.67,9.4,81.43,L1,angers sco,56.66666666666667,39.72222222222222,24.999999999999996,59.444444444444436,Bloc médian,Pressing modéré,Jeu direct,Mixte,6.659124120370371,6.099799907407408,0.48545120370370376,3.7569701851851858,0.42213148148148155,62.311125,100.04712500000001,10.457500000000001,20.47,11.05825,1.2712381481481483,0.12332907407407408,0.256145,33.94495412844037,53.44036697247706,66.45702306079664,27.463312368972748,80.27522935779817,97.47706422018348,97.93577981651376,99.08256880733946,98.85321100917432,98.62385321100918,68.57798165137615,62.84403669724771,11.46788990825688,67.31651376146789,89.56422018348624,89.90825688073394,96.78899082568807,56.88073394495413,82.68348623853211,67.77522935779817,10.77981651376147,35.77981651376147,58.50153506241225,53.847831679264516,84.25583045519865,70.47969369503039,81.14583333333334,77.41098733071212,0.08391435185185193,echantillon_moyen
B. Traoré,Metz,Metz,"LDMF, LCMF",24.0,6000000,2027-06-30,1480,Mali,Mali,droite,183,67,oui,7.91,7.78,66.41,3.04,50.0,0.07,0.18,3.17,1.7,0.07,0.97,18.75,1.03,76.47,4.2,1.22,0.12,0.36,36.61,86.88,7.97,74.81,2.19,50.0,0.02,0.06,0.0,0.0,3.71,65.57,0.67,36.36,0.18,3.83,52.38,L1,metz,30.694444444444446,26.944444444444443,24.72222222222222,25.555555555555557,Bloc bas,Bloc passif,Jeu direct,Jeu placé,8.751938935185185,8.60810175925926,0.07745078703703705,3.507414212962963,0.19915916666666666,40.75896384259259,96.72599777777776,4.264048935185185,8.873229768518518,4.13044949074074,1.355194074074074,0.13329777777777777,1.1441392592592592,76.14678899082568,92.66055045871559,31.236897274633122,20.545073375262053,49.31192660550459,57.798165137614674,91.74311926605505,27.293577981651374,20.871559633027523,29.357798165137616,72.47706422018348,64.6788990825688,62.95871559633027,60.09174311926605,38.99082568807339,73.85321100917432,14.678899082568808,21.3302752293578,33.60091743119266,22.477064220183486,82.79816513761467,64.44954128440367,55.815856221029755,61.305624074394636,45.23821853766029,50.73098988600114,40.68329510703364,45.51742027086064,0.10988425925925924,rotation
G. Kamara,Rennes,Rennes,"LCMF, DMF",30.0,6000000,2028-06-30,69,Finland,"Finland, Sierra Leone",droite,183,78,non,9.13,5.22,50.0,2.61,50.0,1.88,0.0,7.5,0.0,0.0,0.0,0.0,2.61,50.0,5.22,1.3,0.0,2.61,61.3,95.74,23.48,88.89,3.91,66.67,0.0,0.0,0.0,0.0,15.65,91.67,0.0,0.0,0.0,9.13,85.71,L1,rennes,36.58730158730159,50.277777777777786,79.44444444444444,77.22222222222221,Bloc médian,Pressing modéré,Possession,Contre-attaque,9.114825601851853,5.2113241666666665,1.8768753703703702,7.487534722222222,0.0,53.65906851851852,83.80618629629629,7.991962407407408,20.55326148148148,13.69925648148148,1.1454685185185185,0.0,2.299748333333333,80.5045871559633,31.19266055045872,96.43605870020964,91.82389937106919,10.894495412844037,92.88990825688074,52.981651376146786,90.59633027522935,99.08256880733946,99.77064220183486,63.53211009174312,21.444954128440365,90.36697247706422,5.5045871559633035,11.238532110091743,31.76605504587156,14.678899082568808,3.096330275229358,9.747706422018348,22.477064220183486,13.646788990825687,64.44954128440367,62.19999447040949,56.30234959513782,63.83757394539376,59.27451841044537,45.07664373088685,41.19566404543469,-0.06315509259259261,faible_echantillon
J. Lepenant,Nantes,Nantes,"LCMF, RCMF",23.0,6000000,2029-06-30,1705,France,France,droite,176,69,non,9.18,8.34,62.66,1.64,29.03,0.48,0.16,4.0,1.21,0.05,0.69,23.08,1.0,52.63,5.23,0.53,0.21,1.74,33.36,83.07,9.77,70.81,2.8,64.15,0.04,0.05,0.16,0.21,5.01,78.95,2.11,57.5,0.21,4.86,76.09,L1,nantes,31.111111111111114,49.44444444444444,13.055555555555555,71.11111111111111,Bloc bas,Pressing modéré,Jeu direct,Contre-attaque,9.210429999999999,8.367645555555555,0.4815911111111111,4.013259259259259,0.16053037037037038,38.02283222222222,94.68095541666666,5.5392975,11.135583657407407,5.710263472222222,0.4770392592592593,0.18901555555555555,0.900074074074074,81.65137614678899,91.5137614678899,65.82809224318659,33.33333333333333,42.88990825688073,45.18348623853211,87.61467889908256,58.256880733944946,43.34862385321101,57.3394495412844,22.93577981651376,73.62385321100918,48.853211009174316,47.706422018348626,57.22477064220184,70.64220183486239,61.12385321100917,83.94495412844036,38.07339449541284,74.42660550458714,64.44954128440367,17.660550458715598,59.25924763910526,62.655320187332904,60.16976632843432,58.48725652629063,56.05485474006116,58.31394713848843,0.07154398148148146,rotation
A. Thomasson,Lens,Lens,"LCMF, RCMF",32.0,5000000,2026-06-30,2444,France,"France, Croatia",droite,175,72,non,9.57,8.84,64.17,1.58,37.21,0.05,0.18,4.79,1.66,0.17,1.22,27.27,1.14,54.84,5.97,0.41,0.07,1.33,42.94,83.45,11.86,71.12,2.76,57.33,0.22,0.18,0.11,0.55,3.9,65.09,1.84,52.0,0.44,5.49,68.46,L1,lens,46.27450980392156,68.33333333333333,73.05555555555556,61.66666666666667,Bloc médian,Pressing intensif,Possession,Mixte,8.710295,8.045873333333333,0.04550833333333334,4.359698333333333,0.16383,38.36947435185185,74.56759745370371,4.905645416666667,10.597623796296297,3.484884722222222,0.3846483333333333,0.06567166666666667,1.06951,75.45871559633028,90.36697247706422,29.140461215932913,41.92872117400419,43.11926605504588,46.10091743119266,11.009174311926607,42.88990825688073,37.84403669724771,15.137614678899084,17.889908256880734,50.22935779816514,59.174311926605505,90.25229357798165,97.93577981651376,94.95412844036697,93.69266055045871,77.52293577981652,66.1697247706422,62.72935779816514,74.08256880733946,30.963302752293576,50.897311897755465,51.47924600426981,48.85914999546642,51.13046811246569,57.731077981651374,61.96264744429882,-0.09813657407407403,titulaire
Y. Kechta,Le Havre,Le Havre,"LCMF, LAMF, RCMF",24.0,5000000,2026-06-30,1251,Morocco,"Morocco, France",gauche,166,59,non,7.19,8.42,47.01,1.73,25.0,0.58,0.22,3.77,2.16,0.11,1.08,40.0,2.09,44.83,5.9,0.94,0.36,1.08,27.84,78.29,7.84,70.64,2.23,29.03,0.04,0.0,0.0,0.14,2.88,70.0,1.8,48.0,0.22,4.39,68.85,L1,le havre,51.04166666666667,67.5,34.44444444444444,21.666666666666664,Bloc médian,Pressing intensif,Équilibré,Jeu placé,6.5671662500000005,7.6906175,0.5297575,3.44342375,0.20094250000000002,30.034204444444445,84.46041185185186,4.735997037037037,8.457908148148148,3.106986666666667,1.0545233333333333,0.40385999999999994,2.3446316666666664,31.880733944954127,85.55045871559633,69.39203354297693,19.07756813417191,49.54128440366973,14.908256880733944,54.81651376146789,39.22018348623853,16.972477064220186,9.862385321100918,60.321100917431195,90.82568807339449,90.59633027522935,80.96330275229357,57.22477064220184,31.76605504587156,48.1651376146789,76.4908256880734,40.481651376146786,22.477064220183486,8.027522935779817,14.105504587155963,40.002011689073534,45.16131197949724,37.923777514006005,49.805773304648156,45.3065749235474,50.999890782000875,-0.0039050925925925746,rotation
C. Vanhoutte,Nice II,Nice,"LCMF, LDMF, DMF",27.0,4500000,2029-06-30,1758,Belgium,Belgium,droite,182,74,non,9.27,6.25,60.66,3.33,49.23,1.23,0.56,5.36,1.59,0.01,0.1,50.0,0.36,71.43,2.25,0.61,0.0,0.36,45.67,85.54,14.74,76.39,3.94,54.55,0.02,0.0,0.15,0.1,5.99,73.5,1.59,45.16,0.61,6.86,70.9,L1,nice,56.28019323671498,57.22222222222223,50.27777777777778,61.11111111111111,Bloc médian,Pressing modéré,Équilibré,Mixte,8.897311666666665,5.998726851851852,1.1805494444444444,5.144508148148148,0.5374859259259259,45.59409476851852,85.39782935185185,6.8485984259259265,14.715501574074073,5.980044398148149,0.5738518518518518,0.0,0.33866666666666667,77.52293577981652,50.68807339449541,92.0335429769392,63.312368972746334,90.36697247706422,76.8348623853211,58.02752293577982,80.27522935779817,79.81651376146789,62.61467889908256,29.81651376146789,21.444954128440365,15.137614678899084,13.876146788990825,38.99082568807339,31.76605504587156,39.10550458715596,69.83944954128441,78.32568807339449,71.3302752293578,53.325688073394495,60.77981651376147,73.05909389244707,72.0375717644683,66.54787972831508,58.12285170256436,54.34977064220183,49.27342726081259,-0.020932870370370393,rotation
H. Abdelli,Olympique Marseille,Olympique Marseille,LDMF,26.0,4000000,2030-06-30,1106,France,"France, Algeria",gauche,185,83,non,6.59,5.37,51.52,1.14,57.14,0.27,0.24,4.0,1.55,0.18,1.06,46.15,2.12,57.69,6.35,3.58,0.41,0.9,52.24,88.01,16.76,80.1,2.6,71.88,0.05,0.08,0.41,0.0,7.32,80.0,1.79,68.18,0.41,7.41,79.12,L1,olympique marseille,25.735735735735734,46.94444444444444,83.33333333333333,74.44444444444446,Bloc bas,Pressing modéré,Possession,Contre-attaque,6.707125046296297,5.465441805555556,0.27479875000000004,4.071092592592593,0.24426555555555557,45.27466666666667,76.27533333333334,6.422000000000001,14.525333333333336,6.344,3.1832829629629624,0.36456592592592585,1.8850725925925924,35.321100917431195,37.84403669724771,45.911949685534594,35.0104821802935,58.48623853211009,75.45871559633028,17.201834862385322,74.31192660550458,78.21100917431193,69.26605504587155,97.93577981651376,88.53211009174312,84.63302752293578,91.39908256880734,64.10550458715596,80.38990825688074,14.678899082568808,75.91743119266054,62.27064220183486,96.67431192660551,16.743119266055047,81.65137614678899,47.97371521166312,41.36739320677784,60.42939399809315,63.564389162277344,66.6565366972477,71.93725425950197,-0.05778009259259255,rotation
C. Cásseres,Toulouse,Toulouse,"RCMF, LCMF",26.0,4000000,2027-06-30,2155,Venezuela,Venezuela,droite,175,68,non,8.65,6.85,67.07,1.42,52.94,0.46,0.33,4.03,1.13,0.09,0.88,23.81,1.04,60.0,5.39,0.92,0.17,1.46,44.27,84.53,12.99,73.63,4.97,59.66,0.12,0.08,0.04,0.25,7.77,74.19,1.71,46.34,0.42,7.14,77.78,L1,toulouse,37.98039215686275,49.166666666666664,23.33333333333333,59.44444444444444,Bloc médian,Pressing modéré,Jeu direct,Mixte,8.692889583333335,6.883964583333333,0.46228083333333336,4.049982083333334,0.33163625,49.46434666666667,94.44818666666666,7.977759999999999,14.51416,8.68168,0.8727903703703704,0.1612764814814815,0.9866325925925926,75.22935779816514,72.01834862385321,63.731656184486376,34.59119496855346,70.18348623853211,85.55045871559633,86.92660550458714,90.36697247706422,77.98165137614679,93.80733944954129,50.45871559633027,69.72477064220183,55.27522935779816,72.24770642201835,89.56422018348624,80.38990825688074,66.74311926605505,73.96788990825688,63.646788990825684,46.903669724770644,86.69724770642202,72.93577981651376,71.18363289288943,68.80605321870253,78.06348416407704,70.81942349382197,71.13245412844037,72.20101572739188,0.06114583333333331,titulaire
M. Kaba,Nantes,Nantes,"DMF, RCMF, LCMF",24.0,3500000,2027-06-30,556,France,"France, Guinea",droite,185,77,oui,6.64,6.8,52.38,3.08,36.84,0.38,0.0,3.21,1.13,0.08,0.65,25.0,1.78,63.64,6.64,0.81,0.32,2.27,27.36,83.43,9.87,72.13,1.29,62.5,0.05,0.0,0.16,0.65,4.21,80.77,0.81,40.0,0.16,4.37,62.96,L1,nantes,31.111111111111114,49.44444444444444,13.055555555555555,71.11111111111111,Bloc bas,Pressing modéré,Jeu direct,Contre-attaque,6.6620103703703695,6.82254074074074,0.3812596296296296,3.2206405555555553,0.0,31.184193333333333,95.09127375,4.980808657407407,11.249560972222222,4.7984449537037035,0.72906,0.28802370370370367,1.6021318518518517,34.174311926605505,69.95412844036697,57.861635220125784,15.09433962264151,10.894495412844037,18.807339449541285,89.22018348623854,45.18348623853211,45.18348623853211,39.908256880733944,40.137614678899084,83.25688073394495,79.12844036697247,67.31651376146789,64.10550458715596,31.76605504587156,96.21559633027523,29.243119266055047,31.536697247706424,74.42660550458714,19.610091743119266,29.931192660550458,36.12292099417229,39.272407463504706,47.82567673945118,50.35300287676088,61.085244648318046,56.42174530362603,0.07154398148148142,echantillon_moyen
